секция,типы преступлений,индикатор,общий индикатор,название объекта,object_level,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Костромская область,регион,71.0,60.0,94.0,71.0,42.0,64.0,16.0,0.0,5.0,13.0,9.0,24.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Краснодарский край,регион,280.0,266.0,126.0,41.0,69.0,48.0,40.0,44.0,36.0,52.0,50.0,84.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Красноярский край,регион,126.0,131.0,184.0,193.0,227.0,167.0,96.0,170.0,106.0,157.0,146.0,267.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Крымский федеральный округ,федеральный округ,0.0,0.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Курганская область,регион,59.0,68.0,50.0,23.0,27.0,30.0,14.0,63.0,59.0,225.0,56.0,205.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Курская область,регион,28.0,22.0,1.0,12.0,9.0,8.0,20.0,32.0,16.0,12.0,19.0,15.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Ленинградская область,регион,47.0,88.0,38.0,60.0,54.0,34.0,48.0,132.0,45.0,12.0,120.0,378.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Липецкая область,регион,39.0,85.0,64.0,37.0,40.0,28.0,19.0,28.0,15.0,20.0,24.0,20.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Магаданская область,регион,6.0,0.0,15.0,2.0,14.0,10.0,1.0,0.0,17.0,22.0,7.0,12.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Московская область,регион,271.0,202.0,215.0,163.0,165.0,182.0,157.0,138.0,131.0,101.0,139.0,129.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Мурманская область,регион,37.0,47.0,41.0,37.0,24.0,17.0,11.0,2.0,4.0,13.0,16.0,22.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Ненецкий автономный округ,регион,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Нижегородская область,регион,342.0,110.0,90.0,52.0,91.0,68.0,17.0,120.0,52.0,124.0,126.0,68.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Новгородская область,регион,41.0,4.0,11.0,47.0,44.0,43.0,16.0,5.0,10.0,87.0,191.0,72.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Новосибирская область,регион,184.0,136.0,116.0,42.0,57.0,57.0,79.0,66.0,44.0,35.0,80.0,52.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Омская область,регион,118.0,35.0,253.0,38.0,93.0,27.0,29.0,86.0,17.0,30.0,19.0,22.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Оренбургская область,регион,52.0,44.0,34.0,161.0,192.0,113.0,643.0,399.0,420.0,397.0,95.0,39.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Орловская область,регион,20.0,40.0,6.0,3.0,37.0,18.0,19.0,15.0,7.0,11.0,32.0,15.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Пензенская область,регион,12.0,13.0,2.0,17.0,11.0,17.0,6.0,12.0,11.0,17.0,24.0,53.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Пермский край,регион,91.0,68.0,70.0,63.0,140.0,136.0,54.0,77.0,264.0,290.0,310.0,336.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Приволжский федеральный округ,федеральный округ,1101.0,956.0,632.0,821.0,959.0,840.0,1161.0,1577.0,1613.0,1870.0,1355.0,1762.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Приморский край,регион,97.0,107.0,56.0,89.0,74.0,96.0,19.0,27.0,63.0,8.0,51.0,41.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Псковская область,регион,5.0,3.0,6.0,13.0,9.0,10.0,26.0,2.0,0.0,108.0,896.0,557.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Адыгея,регион,5.0,7.0,6.0,5.0,7.0,25.0,2.0,6.0,3.0,26.0,23.0,28.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Алтай,регион,7.0,20.0,10.0,28.0,11.0,4.0,6.0,7.0,0.0,1.0,3.0,23.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Башкортостан,регион,186.0,134.0,39.0,50.0,78.0,73.0,50.0,41.0,74.0,61.0,87.0,116.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Бурятия,регион,67.0,39.0,35.0,30.0,17.0,38.0,15.0,20.0,20.0,51.0,88.0,124.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Дагестан,регион,44.0,132.0,138.0,80.0,141.0,196.0,331.0,189.0,58.0,120.0,96.0,76.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Ингушетия,регион,29.0,37.0,36.0,30.0,24.0,7.0,7.0,16.0,7.0,6.0,3.0,13.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Калмыкия,регион,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,31.0,16.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Карелия,регион,38.0,8.0,101.0,21.0,19.0,19.0,15.0,23.0,39.0,43.0,97.0,83.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Коми,регион,35.0,40.0,11.0,13.0,43.0,43.0,71.0,54.0,56.0,122.0,115.0,166.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Крым,регион,0.0,0.0,0.0,8.0,31.0,29.0,19.0,43.0,49.0,34.0,70.0,81.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Марий Эл,регион,26.0,42.0,0.0,1.0,14.0,8.0,6.0,23.0,28.0,18.0,38.0,117.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Мордовия,регион,11.0,51.0,30.0,19.0,35.0,15.0,11.0,20.0,0.0,260.0,105.0,7.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Саха (Якутия),регион,21.0,46.0,40.0,44.0,19.0,23.0,21.0,30.0,41.0,57.0,66.0,67.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Северная Осетия — Алания,регион,12.0,17.0,11.0,5.0,9.0,6.0,19.0,16.0,5.0,10.0,16.0,44.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Татарстан,регион,83.0,141.0,91.0,192.0,138.0,197.0,145.0,92.0,107.0,70.0,128.0,186.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Тыва,регион,8.0,6.0,3.0,3.0,15.0,9.0,1.0,4.0,7.0,1.0,9.0,3.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Республика Хакасия,регион,7.0,14.0,6.0,40.0,7.0,2.0,9.0,14.0,9.0,21.0,23.0,16.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Российская Федерация,страна,6582.0,6603.0,5940.0,4718.0,5017.0,4301.0,4821.0,5654.0,5664.0,6039.0,8064.0,8993.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Ростовская область,регион,200.0,144.0,125.0,105.0,85.0,60.0,41.0,27.0,77.0,62.0,43.0,98.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Рязанская область,регион,4.0,80.0,12.0,34.0,24.0,18.0,32.0,7.0,6.0,9.0,26.0,24.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Самарская область,регион,43.0,87.0,92.0,29.0,51.0,54.0,30.0,190.0,121.0,46.0,99.0,284.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Саратовская область,регион,50.0,55.0,56.0,59.0,65.0,44.0,38.0,72.0,58.0,48.0,79.0,140.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Сахалинская область,регион,31.0,49.0,28.0,41.0,4.0,16.0,15.0,18.0,15.0,44.0,29.0,34.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Свердловская область,регион,224.0,266.0,240.0,266.0,98.0,93.0,86.0,109.0,100.0,117.0,76.0,121.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Северо-Западный федеральный округ,федеральный округ,529.0,598.0,509.0,519.0,438.0,348.0,352.0,410.0,344.0,660.0,2543.0,2071.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Северо-Кавказский федеральный округ,федеральный округ,225.0,391.0,395.0,324.0,386.0,359.0,573.0,326.0,171.0,283.0,219.0,348.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Сибирский федеральный округ,федеральный округ,1213.0,1023.0,1086.0,656.0,820.0,535.0,411.0,455.0,273.0,385.0,399.0,754.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Смоленская область,регион,45.0,37.0,22.0,32.0,92.0,5.0,6.0,1.0,7.0,42.0,13.0,15.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Ставропольский край,регион,87.0,147.0,133.0,130.0,117.0,89.0,53.0,27.0,40.0,44.0,58.0,151.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Тамбовская область,регион,52.0,73.0,85.0,58.0,30.0,33.0,10.0,16.0,58.0,12.0,65.0,29.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Тверская область,регион,21.0,32.0,35.0,22.0,42.0,32.0,17.0,18.0,50.0,29.0,28.0,23.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Томская область,регион,70.0,39.0,21.0,10.0,18.0,4.0,21.0,11.0,3.0,16.0,6.0,39.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Тульская область,регион,96.0,53.0,51.0,22.0,72.0,26.0,47.0,34.0,86.0,125.0,61.0,42.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Тюменская область,регион,27.0,99.0,41.0,38.0,52.0,37.0,12.0,10.0,44.0,12.0,3.0,34.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Удмуртская Республика,регион,33.0,19.0,48.0,74.0,62.0,45.0,12.0,73.0,102.0,38.0,35.0,79.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Ульяновская область,регион,19.0,35.0,30.0,40.0,12.0,27.0,11.0,31.0,4.0,27.0,4.0,28.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Уральский федеральный округ,федеральный округ,621.0,794.0,1180.0,564.0,442.0,355.0,775.0,950.0,868.0,677.0,668.0,960.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Хабаровский край,регион,102.0,80.0,88.0,97.0,58.0,35.0,34.0,14.0,32.0,49.0,39.0,85.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Ханты-Мансийский автономный округ — Югра,регион,68.0,94.0,115.0,139.0,121.0,41.0,58.0,80.0,131.0,72.0,115.0,115.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Центральный федеральный округ,федеральный округ,1779.0,1605.0,1426.0,1214.0,1329.0,1180.0,1137.0,1098.0,1548.0,1356.0,1632.0,1581.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Челябинская область,регион,230.0,262.0,721.0,82.0,131.0,137.0,596.0,651.0,501.0,234.0,412.0,344.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Чеченская Республика,регион,22.0,24.0,34.0,22.0,11.0,19.0,99.0,44.0,13.0,17.0,29.0,8.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Чувашская Республика,регион,142.0,132.0,26.0,58.0,64.0,34.0,114.0,230.0,335.0,402.0,153.0,176.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Чукотский автономный округ,регион,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Южный федеральный округ,федеральный округ,627.0,605.0,331.0,215.0,255.0,254.0,164.0,192.0,217.0,268.0,343.0,395.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Ямало-Ненецкий автономный округ,регион,13.0,5.0,13.0,16.0,13.0,17.0,9.0,37.0,33.0,17.0,6.0,141.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Ярославская область,регион,46.0,90.0,59.0,26.0,26.0,62.0,19.0,17.0,113.0,42.0,43.0,45.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Москва,регион,376.0,226.0,302.0,337.0,404.0,406.0,374.0,280.0,252.0,157.0,171.0,181.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Санкт-Петербург,регион,137.0,318.0,163.0,264.0,196.0,77.0,139.0,134.0,160.0,197.0,1023.0,676.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных организованной группой",Q112000030,единиц,Севастополь,регион,0.0,0.0,0.0,0.0,2.0,6.0,8.0,18.0,9.0,8.0,27.0,24.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Алтайский край,регион,388.0,351.0,336.0,337.0,349.0,330.0,310.0,268.0,267.0,276.0,254.0,256.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Амурская область,регион,202.0,245.0,216.0,218.0,217.0,211.0,190.0,161.0,195.0,161.0,156.0,159.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Архангельская область,регион,207.0,206.0,224.0,200.0,214.0,212.0,206.0,178.0,163.0,182.0,197.0,144.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Астраханская область,регион,88.0,90.0,103.0,101.0,99.0,86.0,89.0,84.0,74.0,60.0,58.0,54.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Белгородская область,регион,89.0,98.0,111.0,96.0,116.0,91.0,72.0,75.0,69.0,67.0,81.0,79.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Брянская область,регион,155.0,144.0,179.0,165.0,122.0,129.0,93.0,107.0,94.0,97.0,84.0,74.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Владимирская область,регион,185.0,184.0,171.0,153.0,172.0,145.0,172.0,99.0,95.0,119.0,102.0,104.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Волгоградская область,регион,269.0,290.0,330.0,285.0,305.0,246.0,214.0,184.0,210.0,187.0,207.0,169.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Вологодская область,регион,232.0,202.0,179.0,158.0,173.0,159.0,132.0,120.0,126.0,114.0,110.0,137.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Воронежская область,регион,203.0,172.0,219.0,185.0,179.0,188.0,166.0,160.0,129.0,131.0,139.0,123.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Дальневосточный федеральный округ,федеральный округ,1523.0,1534.0,1642.0,1604.0,1381.0,1301.0,1173.0,1532.0,1495.0,1549.0,1521.0,1422.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Еврейская автономная область,регион,63.0,38.0,73.0,63.0,32.0,48.0,30.0,41.0,36.0,28.0,54.0,22.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Забайкальский край,регион,380.0,411.0,450.0,445.0,361.0,337.0,287.0,254.0,258.0,303.0,265.0,221.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Ивановская область,регион,130.0,122.0,123.0,111.0,86.0,100.0,95.0,73.0,85.0,116.0,82.0,96.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Иркутская область,регион,537.0,607.0,669.0,575.0,502.0,479.0,413.0,383.0,362.0,347.0,394.0,477.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Кабардино-Балкарская Республика,регион,11.0,17.0,44.0,28.0,26.0,22.0,22.0,20.0,34.0,20.0,14.0,16.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Калининградская область,регион,100.0,76.0,81.0,83.0,81.0,100.0,66.0,58.0,58.0,67.0,55.0,37.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Калужская область,регион,132.0,151.0,127.0,99.0,115.0,91.0,99.0,86.0,97.0,87.0,97.0,114.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Камчатский край,регион,70.0,75.0,86.0,64.0,63.0,52.0,53.0,46.0,46.0,46.0,54.0,44.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Карачаево-Черкесская Республика,регион,4.0,23.0,42.0,45.0,27.0,21.0,21.0,55.0,18.0,17.0,22.0,10.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Кемеровская область,регион,728.0,665.0,636.0,601.0,608.0,448.0,422.0,383.0,364.0,379.0,371.0,318.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Кировская область,регион,161.0,154.0,177.0,191.0,151.0,144.0,135.0,190.0,100.0,118.0,112.0,111.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Костромская область,регион,90.0,61.0,54.0,74.0,77.0,56.0,43.0,46.0,54.0,57.0,49.0,48.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Краснодарский край,регион,226.0,276.0,385.0,334.0,308.0,362.0,328.0,296.0,258.0,283.0,276.0,270.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Красноярский край,регион,508.0,531.0,520.0,494.0,501.0,502.0,504.0,436.0,430.0,411.0,404.0,327.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Крымский федеральный округ,федеральный округ,0.0,0.0,0.0,129.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Курганская область,регион,193.0,162.0,188.0,185.0,181.0,163.0,132.0,142.0,165.0,117.0,97.0,116.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Курская область,регион,103.0,109.0,121.0,118.0,90.0,104.0,78.0,99.0,78.0,66.0,110.0,99.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Ленинградская область,регион,264.0,206.0,189.0,191.0,190.0,208.0,169.0,193.0,139.0,168.0,144.0,122.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Липецкая область,регион,101.0,120.0,127.0,105.0,83.0,92.0,97.0,82.0,65.0,66.0,50.0,75.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Магаданская область,регион,32.0,40.0,34.0,36.0,26.0,37.0,36.0,25.0,33.0,42.0,13.0,25.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Московская область,регион,501.0,632.0,576.0,625.0,613.0,630.0,502.0,435.0,449.0,457.0,393.0,339.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Мурманская область,регион,86.0,84.0,76.0,93.0,75.0,76.0,65.0,54.0,67.0,51.0,66.0,66.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Ненецкий автономный округ,регион,14.0,9.0,13.0,10.0,6.0,11.0,9.0,3.0,6.0,7.0,6.0,8.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Нижегородская область,регион,410.0,396.0,341.0,337.0,374.0,307.0,324.0,298.0,250.0,250.0,268.0,220.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Новгородская область,регион,108.0,107.0,92.0,98.0,84.0,92.0,72.0,63.0,56.0,62.0,63.0,55.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Новосибирская область,регион,413.0,392.0,365.0,379.0,360.0,471.0,366.0,344.0,436.0,294.0,298.0,291.0
Предварительно расследованные преступления,"Предварительно расследовано особо тяжких преступлений, совершенных в состоянии алкогольного опьянения",Q112000031,единиц,Омская область,регион,314.0,308.0,351.0,268.0,327.0,261.0,222.0,176.0,177.0,140.0,165.0,135.0
