секция,типы преступлений,индикатор,общий индикатор,название объекта,object_level,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Республика Саха (Якутия),регион,1020.0,1353.0,1217.0,1182.0,1161.0,1173.0,1254.0,1148.0,1092.0,977.0,939.0,854.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Республика Северная Осетия — Алания,регион,39.0,55.0,62.0,75.0,96.0,82.0,56.0,70.0,41.0,37.0,31.0,26.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Республика Татарстан,регион,1233.0,1465.0,1947.0,2137.0,2258.0,2290.0,2259.0,2151.0,2003.0,1983.0,1595.0,1583.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Республика Тыва,регион,360.0,372.0,411.0,431.0,448.0,402.0,356.0,394.0,355.0,328.0,292.0,251.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Республика Хакасия,регион,953.0,927.0,938.0,1015.0,1061.0,790.0,808.0,725.0,585.0,583.0,469.0,388.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Российская Федерация,страна,80796.0,87411.0,91595.0,94547.0,100267.0,94061.0,87599.0,81149.0,72803.0,69344.0,60477.0,56285.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Ростовская область,регион,773.0,820.0,920.0,1156.0,1386.0,1832.0,1627.0,1409.0,1261.0,1243.0,1097.0,1014.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Рязанская область,регион,301.0,309.0,420.0,526.0,569.0,466.0,466.0,432.0,365.0,343.0,332.0,282.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Самарская область,регион,855.0,1859.0,1767.0,1753.0,1875.0,1881.0,1622.0,1501.0,1366.0,1287.0,1218.0,1303.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Саратовская область,регион,1277.0,1201.0,1201.0,1102.0,1157.0,1159.0,1176.0,1201.0,984.0,919.0,1044.0,828.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Сахалинская область,регион,471.0,493.0,583.0,570.0,645.0,601.0,513.0,461.0,419.0,498.0,451.0,440.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Свердловская область,регион,2232.0,2330.0,2799.0,3066.0,3354.0,3324.0,3224.0,2919.0,2632.0,2355.0,1913.0,1761.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Северо-Западный федеральный округ,федеральный округ,8929.0,8387.0,8195.0,8540.0,9063.0,8745.0,8180.0,7560.0,6954.0,6515.0,5341.0,5372.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Северо-Кавказский федеральный округ,федеральный округ,1014.0,1142.0,1249.0,1314.0,1503.0,1297.0,1076.0,1055.0,895.0,867.0,814.0,649.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Сибирский федеральный округ,федеральный округ,21158.0,20833.0,20966.0,22701.0,24067.0,22646.0,20907.0,16106.0,14098.0,13199.0,11501.0,10563.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Смоленская область,регион,374.0,449.0,492.0,588.0,565.0,524.0,573.0,559.0,560.0,551.0,472.0,436.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Ставропольский край,регион,633.0,601.0,675.0,758.0,908.0,797.0,645.0,648.0,541.0,543.0,488.0,384.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Тамбовская область,регион,385.0,476.0,545.0,589.0,633.0,552.0,485.0,451.0,494.0,557.0,490.0,453.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Тверская область,регион,982.0,979.0,911.0,966.0,1080.0,996.0,882.0,820.0,668.0,718.0,554.0,506.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Томская область,регион,548.0,625.0,681.0,922.0,1059.0,995.0,1004.0,902.0,801.0,797.0,642.0,539.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Тульская область,регион,480.0,632.0,679.0,610.0,610.0,479.0,578.0,663.0,508.0,514.0,392.0,355.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Тюменская область,регион,1503.0,1563.0,1529.0,1390.0,1419.0,1272.0,1184.0,1065.0,867.0,869.0,634.0,562.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Удмуртская Республика,регион,962.0,1374.0,1365.0,1266.0,1409.0,1162.0,1156.0,1067.0,1075.0,1088.0,870.0,770.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Ульяновская область,регион,588.0,608.0,626.0,621.0,615.0,580.0,506.0,482.0,453.0,452.0,349.0,403.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Уральский федеральный округ,федеральный округ,9781.0,10065.0,10386.0,10279.0,11059.0,10144.0,9636.0,8758.0,7821.0,7324.0,6077.0,5729.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Хабаровский край,регион,1820.0,1981.0,2069.0,1889.0,1718.0,1633.0,1435.0,1249.0,1182.0,1095.0,879.0,692.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Ханты-Мансийский автономный округ — Югра,регион,737.0,1293.0,1474.0,1305.0,1325.0,1177.0,1058.0,904.0,747.0,761.0,606.0,565.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Центральный федеральный округ,федеральный округ,11702.0,14351.0,15279.0,15583.0,16741.0,14850.0,14424.0,14238.0,12648.0,12310.0,10658.0,9730.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Челябинская область,регион,3579.0,3328.0,3316.0,3264.0,3616.0,3101.0,2914.0,2708.0,2604.0,2377.0,2164.0,2113.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Чеченская Республика,регион,27.0,17.0,19.0,35.0,35.0,21.0,11.0,9.0,5.0,10.0,8.0,5.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Чувашская Республика,регион,808.0,814.0,874.0,727.0,770.0,741.0,700.0,584.0,524.0,512.0,383.0,425.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Чукотский автономный округ,регион,63.0,92.0,90.0,66.0,65.0,70.0,90.0,89.0,68.0,55.0,61.0,65.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Южный федеральный округ,федеральный округ,3472.0,4777.0,5840.0,6307.0,6918.0,7676.0,6755.0,6095.0,5824.0,5798.0,5335.0,5157.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Ямало-Ненецкий автономный округ,регион,643.0,570.0,537.0,523.0,514.0,482.0,458.0,425.0,303.0,348.0,260.0,212.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Ярославская область,регион,562.0,908.0,792.0,812.0,968.0,872.0,789.0,783.0,685.0,623.0,507.0,425.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Москва,регион,856.0,1042.0,1025.0,1228.0,1656.0,1600.0,1542.0,1741.0,1680.0,1651.0,1430.0,1378.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Санкт-Петербург,регион,406.0,487.0,507.0,530.0,633.0,623.0,736.0,841.0,758.0,665.0,586.0,634.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии алкогольного опьянения",Q112000043,единиц,Севастополь,регион,0.0,0.0,0.0,79.0,182.0,230.0,156.0,183.0,130.0,158.0,219.0,198.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Алтайский край,регион,70.0,18.0,9.0,12.0,5.0,8.0,6.0,9.0,2.0,6.0,2.0,5.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Амурская область,регион,2.0,6.0,2.0,5.0,5.0,4.0,3.0,6.0,5.0,10.0,8.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Архангельская область,регион,17.0,2.0,11.0,6.0,6.0,0.0,3.0,4.0,3.0,0.0,0.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Астраханская область,регион,84.0,30.0,46.0,10.0,14.0,9.0,4.0,3.0,2.0,7.0,2.0,2.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Белгородская область,регион,28.0,4.0,5.0,0.0,1.0,7.0,2.0,2.0,0.0,3.0,1.0,2.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Брянская область,регион,11.0,9.0,4.0,10.0,18.0,4.0,7.0,4.0,1.0,1.0,3.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Владимирская область,регион,6.0,17.0,8.0,26.0,5.0,1.0,4.0,2.0,0.0,5.0,3.0,3.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Волгоградская область,регион,101.0,5.0,10.0,7.0,2.0,3.0,3.0,8.0,6.0,3.0,5.0,8.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Вологодская область,регион,50.0,37.0,13.0,6.0,2.0,5.0,9.0,4.0,6.0,1.0,6.0,2.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Воронежская область,регион,232.0,83.0,76.0,29.0,14.0,12.0,12.0,14.0,12.0,12.0,15.0,17.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Дальневосточный федеральный округ,федеральный округ,484.0,118.0,119.0,70.0,57.0,52.0,40.0,56.0,43.0,34.0,39.0,30.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Еврейская автономная область,регион,3.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Забайкальский край,регион,157.0,65.0,21.0,11.0,13.0,5.0,7.0,5.0,6.0,3.0,5.0,7.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Ивановская область,регион,0.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,6.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Иркутская область,регион,173.0,86.0,50.0,72.0,28.0,24.0,18.0,16.0,15.0,5.0,9.0,12.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Кабардино-Балкарская Республика,регион,31.0,12.0,7.0,4.0,6.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Калининградская область,регион,21.0,2.0,2.0,4.0,6.0,3.0,3.0,2.0,2.0,3.0,0.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Калужская область,регион,30.0,16.0,8.0,7.0,8.0,5.0,8.0,6.0,3.0,0.0,8.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Камчатский край,регион,5.0,8.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Карачаево-Черкесская Республика,регион,24.0,9.0,12.0,7.0,2.0,2.0,0.0,5.0,4.0,0.0,2.0,5.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Кемеровская область,регион,44.0,35.0,24.0,20.0,21.0,16.0,8.0,5.0,5.0,10.0,3.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Кировская область,регион,1.0,1.0,0.0,2.0,5.0,3.0,0.0,3.0,4.0,2.0,2.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Костромская область,регион,22.0,5.0,27.0,14.0,14.0,4.0,10.0,0.0,0.0,1.0,4.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Краснодарский край,регион,115.0,79.0,33.0,12.0,11.0,21.0,30.0,31.0,19.0,22.0,19.0,28.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Красноярский край,регион,144.0,159.0,81.0,32.0,9.0,7.0,8.0,4.0,11.0,7.0,7.0,2.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Крымский федеральный округ,федеральный округ,0.0,0.0,0.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Курганская область,регион,56.0,10.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Курская область,регион,72.0,14.0,2.0,4.0,5.0,8.0,7.0,6.0,8.0,3.0,2.0,5.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Ленинградская область,регион,15.0,14.0,15.0,4.0,8.0,9.0,14.0,12.0,6.0,8.0,8.0,7.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Липецкая область,регион,43.0,4.0,33.0,11.0,11.0,4.0,7.0,2.0,4.0,3.0,1.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Магаданская область,регион,9.0,2.0,7.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Московская область,регион,165.0,144.0,122.0,69.0,60.0,40.0,45.0,48.0,34.0,16.0,17.0,20.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Мурманская область,регион,20.0,5.0,5.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Ненецкий автономный округ,регион,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Нижегородская область,регион,119.0,109.0,37.0,45.0,17.0,10.0,18.0,6.0,8.0,7.0,12.0,5.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Новгородская область,регион,53.0,13.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Новосибирская область,регион,145.0,20.0,11.0,9.0,8.0,8.0,10.0,11.0,15.0,7.0,5.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Омская область,регион,13.0,7.0,9.0,3.0,4.0,3.0,3.0,6.0,7.0,3.0,9.0,3.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Оренбургская область,регион,285.0,35.0,3.0,11.0,15.0,5.0,4.0,6.0,9.0,1.0,8.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Орловская область,регион,25.0,12.0,1.0,6.0,8.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Пензенская область,регион,31.0,4.0,2.0,2.0,1.0,6.0,7.0,8.0,13.0,4.0,1.0,3.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Пермский край,регион,95.0,66.0,23.0,24.0,20.0,4.0,10.0,8.0,19.0,6.0,6.0,6.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Приволжский федеральный округ,федеральный округ,1236.0,492.0,269.0,206.0,158.0,95.0,129.0,102.0,112.0,63.0,82.0,52.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Приморский край,регион,246.0,21.0,21.0,18.0,27.0,22.0,17.0,7.0,7.0,10.0,13.0,3.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Псковская область,регион,40.0,10.0,2.0,6.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Адыгея,регион,13.0,4.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Алтай,регион,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Башкортостан,регион,188.0,61.0,55.0,26.0,19.0,18.0,33.0,15.0,10.0,6.0,9.0,3.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Бурятия,регион,129.0,16.0,20.0,11.0,14.0,12.0,4.0,13.0,6.0,2.0,3.0,3.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Дагестан,регион,314.0,31.0,31.0,31.0,17.0,8.0,9.0,4.0,1.0,5.0,2.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Ингушетия,регион,4.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,4.0,1.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Калмыкия,регион,0.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Карелия,регион,12.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Коми,регион,54.0,8.0,8.0,11.0,5.0,7.0,6.0,6.0,9.0,5.0,2.0,1.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Крым,регион,0.0,0.0,0.0,4.0,24.0,18.0,15.0,14.0,13.0,8.0,10.0,10.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Марий Эл,регион,57.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Мордовия,регион,43.0,9.0,3.0,6.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Саха (Якутия),регион,23.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Северная Осетия — Алания,регион,6.0,8.0,2.0,5.0,3.0,2.0,2.0,8.0,4.0,2.0,1.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Татарстан,регион,39.0,68.0,67.0,30.0,22.0,15.0,18.0,18.0,18.0,11.0,7.0,6.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Тыва,регион,15.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Республика Хакасия,регион,92.0,79.0,26.0,29.0,16.0,5.0,3.0,5.0,2.0,0.0,2.0,0.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Российская Федерация,страна,6844.0,2295.0,1593.0,1223.0,1033.0,786.0,722.0,625.0,564.0,406.0,419.0,367.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Ростовская область,регион,47.0,38.0,11.0,10.0,19.0,23.0,35.0,20.0,9.0,11.0,7.0,9.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Рязанская область,регион,38.0,21.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,5.0,3.0,4.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Самарская область,регион,118.0,73.0,44.0,38.0,44.0,16.0,11.0,4.0,7.0,8.0,9.0,14.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Саратовская область,регион,135.0,2.0,7.0,6.0,6.0,1.0,6.0,4.0,2.0,2.0,8.0,6.0
Предварительно расследованные преступления,"Предварительно расследовано преступлений средней тяжести, совершенных в состоянии наркотического опьянения",Q112000044,единиц,Сахалинская область,регион,44.0,12.0,5.0,8.0,5.0,3.0,4.0,3.0,2.0,2.0,0.0,7.0
